,age,gender,q3,continente,q4,q6,q21,q22,q39
1454,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1455,30-34,Man,Singapore,Asia,Bachelor’s degree,< 1 years,250-999 employees,20+,
1456,25-29,Woman,Canada,América del Norte,Bachelor’s degree,3-5 years,"10,000 or more employees",10-14,I do not share my work publicly
1457,30-34,Man,Chile,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
1458,40-44,Woman,Russia,Asia,Bachelor’s degree,I have never written code,0-49 employees,3-4,
1459,45-49,Man,Romania,Europa,Master’s degree,3-5 years,250-999 employees,1-2,GitHub
1460,18-21,Man,Iraq,Asia,No formal education past high school,I have never written code,0-49 employees,0,
1461,40-44,Man,Other,,Master’s degree,< 1 years,"1000-9,999 employees",1-2,Shiny
1462,55-59,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,"10,000 or more employees",0,
1463,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,3-4,NBViewer
1464,18-21,Woman,Egypt,África,Bachelor’s degree,< 1 years,,,
1465,40-44,Woman,Kazakhstan,Asia,Doctoral degree,3-5 years,0-49 employees,5-9,
1466,30-34,Man,Argentina,América del Sur,Bachelor’s degree,I have never written code,"1000-9,999 employees",20+,
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,GitHub
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,Personal blog
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,Kaggle
1467,25-29,Woman,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",3-4,Colab
1468,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,0-49 employees,1-2,Kaggle
1469,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,"1000-9,999 employees",0,
1470,35-39,Man,Brazil,América del Sur,Master’s degree,3-5 years,0-49 employees,0,GitHub
1471,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",1-2,
1472,30-34,Man,Israel,Asia,Master’s degree,1-3 years,50-249 employees,5-9,GitHub
1473,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,1-2,I do not share my work publicly
1474,25-29,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
1475,35-39,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,,,
1476,25-29,Man,India,Asia,No formal education past high school,1-3 years,,,
1477,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,0-49 employees,3-4,Other
1478,30-34,Woman,India,Asia,Master’s degree,10-20 years,"1000-9,999 employees",5-9,GitHub
1478,30-34,Woman,India,Asia,Master’s degree,10-20 years,"1000-9,999 employees",5-9,Kaggle
1479,35-39,Man,United States of America,América del Norte,Master’s degree,3-5 years,"1000-9,999 employees",0,I do not share my work publicly
1480,22-24,Woman,Thailand,Asia,Master’s degree,< 1 years,50-249 employees,3-4,
1481,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,"1000-9,999 employees",10-14,
1482,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,"1000-9,999 employees",3-4,
1483,25-29,Man,Egypt,África,Bachelor’s degree,I have never written code,0-49 employees,0,
1484,22-24,Man,Egypt,África,Bachelor’s degree,< 1 years,50-249 employees,0,
1485,25-29,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,"1000-9,999 employees",5-9,GitHub
1486,35-39,Man,Taiwan,Asia,Master’s degree,10-20 years,50-249 employees,5-9,
1487,35-39,Man,Other,,Master’s degree,< 1 years,"10,000 or more employees",0,
1488,25-29,Man,Australia,Oceanía,Some college/university study without earning a bachelor’s degree,< 1 years,"1000-9,999 employees",20+,I do not share my work publicly
1489,40-44,Woman,Other,,Master’s degree,3-5 years,50-249 employees,3-4,
1490,35-39,Man,Nigeria,África,Master’s degree,< 1 years,0-49 employees,0,GitHub
1491,22-24,Man,Other,,Bachelor’s degree,3-5 years,0-49 employees,1-2,I do not share my work publicly
1492,22-24,Man,India,Asia,Master’s degree,1-3 years,"10,000 or more employees",1-2,Colab
1493,30-34,Man,Egypt,África,Bachelor’s degree,1-3 years,"10,000 or more employees",0,
1494,25-29,Man,China,Asia,Master’s degree,< 1 years,,,
1495,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
1495,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,"10,000 or more employees",20+,Kaggle
1496,30-34,Man,China,Asia,Master’s degree,1-3 years,"1000-9,999 employees",20+,
1497,25-29,Man,Chile,América del Sur,Bachelor’s degree,1-3 years,250-999 employees,3-4,I do not share my work publicly
1498,25-29,Man,Ghana,África,Bachelor’s degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
1499,30-34,Man,Australia,Oceanía,Bachelor’s degree,3-5 years,50-249 employees,0,
1500,40-44,Woman,Philippines,Asia,Doctoral degree,10-20 years,,,
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,"1000-9,999 employees",20+,Streamlit
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,"1000-9,999 employees",20+,NBViewer
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,"1000-9,999 employees",20+,GitHub
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,"1000-9,999 employees",20+,Personal blog
1502,35-39,Woman,Germany,Europa,Doctoral degree,3-5 years,"1000-9,999 employees",20+,Streamlit
1502,35-39,Woman,Germany,Europa,Doctoral degree,3-5 years,"1000-9,999 employees",20+,GitHub
1502,35-39,Woman,Germany,Europa,Doctoral degree,3-5 years,"1000-9,999 employees",20+,Kaggle
1503,35-39,Man,Germany,Europa,Master’s degree,5-10 years,0-49 employees,0,I do not share my work publicly
1504,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,"10,000 or more employees",20+,I do not share my work publicly
1505,22-24,Prefer not to say,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,
1506,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"10,000 or more employees",5-9,GitHub
1506,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"10,000 or more employees",5-9,Other
1507,25-29,Man,Russia,Asia,Master’s degree,5-10 years,"10,000 or more employees",20+,I do not share my work publicly
1508,40-44,Man,Ghana,África,Bachelor’s degree,I have never written code,"1000-9,999 employees",3-4,
1509,40-44,Man,Pakistan,Asia,Master’s degree,I have never written code,"10,000 or more employees",20+,
1510,22-24,Man,Thailand,Asia,Master’s degree,1-3 years,0-49 employees,3-4,
1511,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,50-249 employees,0,
1512,35-39,Woman,Peru,América del Sur,Master’s degree,3-5 years,"1000-9,999 employees",10-14,Colab
1513,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,0-49 employees,3-4,I do not share my work publicly
1514,22-24,Woman,Hong Kong (S.A.R.),Asia,Master’s degree,3-5 years,,,
1515,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,"1000-9,999 employees",10-14,GitHub
1516,30-34,Woman,Other,,Doctoral degree,< 1 years,0-49 employees,0,Plotly Dash
1516,30-34,Woman,Other,,Doctoral degree,< 1 years,0-49 employees,0,GitHub
1516,30-34,Woman,Other,,Doctoral degree,< 1 years,0-49 employees,0,Kaggle
1516,30-34,Woman,Other,,Doctoral degree,< 1 years,0-49 employees,0,Colab
1517,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,"10,000 or more employees",10-14,GitHub
1517,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,"10,000 or more employees",10-14,Kaggle
1518,22-24,Woman,Colombia,América del Sur,Bachelor’s degree,I have never written code,50-249 employees,3-4,
1519,30-34,Man,Israel,Asia,Bachelor’s degree,3-5 years,50-249 employees,3-4,GitHub
1519,30-34,Man,Israel,Asia,Bachelor’s degree,3-5 years,50-249 employees,3-4,Kaggle
1519,30-34,Man,Israel,Asia,Bachelor’s degree,3-5 years,50-249 employees,3-4,Colab
1520,30-34,Man,Argentina,América del Sur,Master’s degree,3-5 years,0-49 employees,1-2,I do not share my work publicly
1521,40-44,Woman,United States of America,América del Norte,Bachelor’s degree,I have never written code,"10,000 or more employees",0,
1522,70+,Man,Japan,Asia,Master’s degree,20+ years,0-49 employees,1-2,GitHub
1522,70+,Man,Japan,Asia,Master’s degree,20+ years,0-49 employees,1-2,Kaggle
1523,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,0,
1524,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,
1525,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,"1000-9,999 employees",1-2,
1526,18-21,Woman,India,Asia,Master’s degree,< 1 years,0-49 employees,20+,
1527,40-44,Man,Other,,Bachelor’s degree,1-3 years,250-999 employees,1-2,I do not share my work publicly
1528,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,5-9,
1529,30-34,Man,Nigeria,África,Master’s degree,< 1 years,50-249 employees,5-9,GitHub
1529,30-34,Man,Nigeria,África,Master’s degree,< 1 years,50-249 employees,5-9,Kaggle
1530,50-54,Man,France,Europa,Some college/university study without earning a bachelor’s degree,10-20 years,0-49 employees,0,Kaggle
1531,35-39,Man,Nigeria,África,Master’s degree,I have never written code,"1000-9,999 employees",5-9,
1532,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,50-249 employees,1-2,
1533,35-39,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,50-249 employees,10-14,
1534,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,Kaggle
1535,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,1-2,
1536,55-59,Man,Japan,Asia,No formal education past high school,3-5 years,"1000-9,999 employees",0,GitHub
1537,40-44,Man,South Korea,Asia,Doctoral degree,1-3 years,"10,000 or more employees",1-2,GitHub
1538,22-24,Man,Thailand,Asia,Bachelor’s degree,I have never written code,50-249 employees,3-4,
1539,30-34,Man,Viet Nam,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",1-2,
1540,50-54,Man,Italy,Europa,Master’s degree,20+ years,250-999 employees,1-2,Kaggle
1541,50-54,Man,Argentina,América del Sur,Bachelor’s degree,10-20 years,0-49 employees,1-2,
1542,35-39,Man,Other,,Doctoral degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
1543,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,250-999 employees,15-19,
1544,35-39,Man,Romania,Europa,Master’s degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
1545,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,,,
1546,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,"10,000 or more employees",3-4,I do not share my work publicly
1547,18-21,Woman,India,Asia,I prefer not to answer,< 1 years,0-49 employees,0,Colab
1548,25-29,Woman,Nigeria,África,Bachelor’s degree,I have never written code,50-249 employees,3-4,
1549,25-29,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,50-249 employees,3-4,I do not share my work publicly
1550,30-34,Man,Egypt,África,Doctoral degree,I have never written code,250-999 employees,0,
1551,30-34,Man,Russia,Asia,Master’s degree,1-3 years,50-249 employees,1-2,
1552,25-29,Man,Kenya,África,Master’s degree,< 1 years,0-49 employees,1-2,I do not share my work publicly
1553,22-24,Woman,India,Asia,Master’s degree,< 1 years,,,
1554,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,0-49 employees,1-2,
1555,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,GitHub
1555,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,Kaggle
1556,30-34,Man,Singapore,Asia,Master’s degree,3-5 years,"1000-9,999 employees",1-2,GitHub
1556,30-34,Man,Singapore,Asia,Master’s degree,3-5 years,"1000-9,999 employees",1-2,Kaggle
1557,25-29,Woman,Japan,Asia,Master’s degree,5-10 years,,,
1558,25-29,Man,Viet Nam,Asia,No formal education past high school,3-5 years,250-999 employees,5-9,GitHub
1558,25-29,Man,Viet Nam,Asia,No formal education past high school,3-5 years,250-999 employees,5-9,Kaggle
1559,55-59,Woman,India,Asia,Doctoral degree,I have never written code,50-249 employees,3-4,
1560,40-44,Nonbinary,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,"1000-9,999 employees",20+,Other
1561,55-59,Man,Argentina,América del Sur,Master’s degree,20+ years,50-249 employees,1-2,I do not share my work publicly
1562,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,
1563,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,0-49 employees,1-2,Streamlit
1563,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,0-49 employees,1-2,GitHub
1564,45-49,Nonbinary,Other,,Some college/university study without earning a bachelor’s degree,10-20 years,"1000-9,999 employees",1-2,Shiny
1565,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",1-2,GitHub
1565,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",1-2,Colab
1566,30-34,Woman,I do not wish to disclose my location,NS/NC,Master’s degree,3-5 years,"1000-9,999 employees",20+,
1567,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,5-9,GitHub
1567,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,5-9,Kaggle
1568,55-59,Man,Russia,Asia,I prefer not to answer,< 1 years,0-49 employees,0,
1569,40-44,Prefer not to say,Taiwan,Asia,Master’s degree,< 1 years,0-49 employees,1-2,GitHub
1569,40-44,Prefer not to say,Taiwan,Asia,Master’s degree,< 1 years,0-49 employees,1-2,Colab
1570,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,3-4,Personal blog
1570,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,3-4,Kaggle
1571,35-39,Man,China,Asia,Master’s degree,1-3 years,0-49 employees,0,Kaggle
1572,22-24,Woman,Egypt,África,Bachelor’s degree,1-3 years,0-49 employees,1-2,Kaggle
1573,45-49,Woman,South Korea,Asia,Doctoral degree,I have never written code,"1000-9,999 employees",5-9,
1574,18-21,Woman,India,Asia,Master’s degree,3-5 years,0-49 employees,3-4,
1575,45-49,Woman,Spain,Europa,Doctoral degree,3-5 years,"10,000 or more employees",1-2,I do not share my work publicly
1576,22-24,Man,Russia,Asia,Master’s degree,1-3 years,50-249 employees,5-9,
1577,22-24,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,0,GitHub
1577,22-24,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,0,Kaggle
1577,22-24,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,0,Colab
1578,35-39,Man,United States of America,América del Norte,Master’s degree,1-3 years,"1000-9,999 employees",5-9,I do not share my work publicly
1579,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,50-249 employees,10-14,
1580,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,50-249 employees,1-2,
1581,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,3-5 years,0-49 employees,0,I do not share my work publicly
1582,30-34,Woman,India,Asia,Master’s degree,3-5 years,0-49 employees,3-4,
1583,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,"10,000 or more employees",20+,
1584,30-34,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,0-49 employees,15-19,
1585,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,0-49 employees,3-4,
1586,22-24,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,1-2,
1587,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,"1000-9,999 employees",20+,I do not share my work publicly
1588,35-39,Man,Brazil,América del Sur,Master’s degree,1-3 years,"1000-9,999 employees",0,
1589,50-54,Man,United States of America,América del Norte,Master’s degree,I have never written code,"10,000 or more employees",20+,
1590,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,
1591,25-29,Man,Ukraine,Europa,Master’s degree,< 1 years,50-249 employees,1-2,I do not share my work publicly
1592,22-24,Woman,China,Asia,Master’s degree,1-3 years,250-999 employees,5-9,GitHub
