,age,gender,q3,continente,q4,q6,q8,q21,q22,q34
1501,50-54,Man,Turkey,África,Master’s degree,20+ years,Python,"1000-9,999 employees",20+, Qlik
1502,35-39,Woman,Germany,Europa,Doctoral degree,3-5 years,R,"1000-9,999 employees",20+, Microsoft Power BI
1503,35-39,Man,Germany,Europa,Master’s degree,5-10 years,Python,0-49 employees,0, Tableau
1504,25-29,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, None
1505,22-24,Prefer not to say,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1506,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, None
1507,25-29,Man,Russia,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft Power BI
1507,25-29,Man,Russia,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, Tableau
1508,40-44,Man,Ghana,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",3-4,
1509,40-44,Man,Pakistan,Asia,Master’s degree,I have never written code,,"10,000 or more employees",20+,
1510,22-24,Man,Thailand,Asia,Master’s degree,1-3 years,Java,0-49 employees,3-4,
1511,25-29,Man,Canada,América del Norte,Bachelor’s degree,1-3 years,Python,50-249 employees,0,
1512,35-39,Woman,Peru,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Microsoft Power BI
1512,35-39,Woman,Peru,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Google Data Studio
1512,35-39,Woman,Peru,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Qlik
1513,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Java,0-49 employees,3-4, None
1514,22-24,Woman,Hong Kong (S.A.R.),Asia,Master’s degree,3-5 years,Python,,,
1515,25-29,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, None
1516,30-34,Woman,Other,,Doctoral degree,< 1 years,Python,0-49 employees,0, Google Data Studio
1517,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,Python,"10,000 or more employees",10-14, Qlik
1518,22-24,Woman,Colombia,América del Sur,Bachelor’s degree,I have never written code,,50-249 employees,3-4,
1519,30-34,Man,Israel,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4, Tableau
1520,30-34,Man,Argentina,América del Sur,Master’s degree,3-5 years,Python,0-49 employees,1-2, Google Data Studio
1521,40-44,Woman,United States of America,América del Norte,Bachelor’s degree,I have never written code,,"10,000 or more employees",0,
1522,70+,Man,Japan,Asia,Master’s degree,20+ years,Python,0-49 employees,1-2, Other
1523,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
1524,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+,
1525,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",1-2,
1526,18-21,Woman,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,20+,
1527,40-44,Man,Other,,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, Microsoft Power BI
1528,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,C,50-249 employees,5-9,
1529,30-34,Man,Nigeria,África,Master’s degree,< 1 years,R,50-249 employees,5-9, Microsoft Power BI
1529,30-34,Man,Nigeria,África,Master’s degree,< 1 years,R,50-249 employees,5-9, Google Data Studio
1529,30-34,Man,Nigeria,África,Master’s degree,< 1 years,R,50-249 employees,5-9, Tableau
1530,50-54,Man,France,Europa,Some college/university study without earning a bachelor’s degree,10-20 years,Python,0-49 employees,0, Microsoft Power BI
1531,35-39,Man,Nigeria,África,Master’s degree,I have never written code,,"1000-9,999 employees",5-9,
1532,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,Python,50-249 employees,1-2,
1533,35-39,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,50-249 employees,10-14,
1534,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
1534,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",20+, Tableau
1535,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1536,55-59,Man,Japan,Asia,No formal education past high school,3-5 years,Python,"1000-9,999 employees",0, Microsoft Azure Synapse 
1537,40-44,Man,South Korea,Asia,Doctoral degree,1-3 years,Python,"10,000 or more employees",1-2, None
1538,22-24,Man,Thailand,Asia,Bachelor’s degree,I have never written code,,50-249 employees,3-4,
1539,30-34,Man,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2,
1540,50-54,Man,Italy,Europa,Master’s degree,20+ years,Python,250-999 employees,1-2, None
1541,50-54,Man,Argentina,América del Sur,Bachelor’s degree,10-20 years,Python,0-49 employees,1-2,
1542,35-39,Man,Other,,Doctoral degree,1-3 years,Python,0-49 employees,1-2, Tableau
1543,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,250-999 employees,15-19,
1544,35-39,Man,Romania,Europa,Master’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
1544,35-39,Man,Romania,Europa,Master’s degree,1-3 years,Python,0-49 employees,1-2, Tableau
1545,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,MATLAB,,,
1546,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",3-4, Microsoft Power BI
1546,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",3-4, Tableau
1547,18-21,Woman,India,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0, None
1548,25-29,Woman,Nigeria,África,Bachelor’s degree,I have never written code,,50-249 employees,3-4,
1549,25-29,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4, Google Data Studio
1549,25-29,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4, Tableau
1550,30-34,Man,Egypt,África,Doctoral degree,I have never written code,,250-999 employees,0,
1551,30-34,Man,Russia,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2,
1552,25-29,Man,Kenya,África,Master’s degree,< 1 years,Python,0-49 employees,1-2, Google Data Studio
1553,22-24,Woman,India,Asia,Master’s degree,< 1 years,SQL,,,
1554,25-29,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,0-49 employees,1-2,
1555,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, None
1556,30-34,Man,Singapore,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",1-2, Microsoft Power BI
1556,30-34,Man,Singapore,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",1-2, Tableau
1557,25-29,Woman,Japan,Asia,Master’s degree,5-10 years,Python,,,
1558,25-29,Man,Viet Nam,Asia,No formal education past high school,3-5 years,Python,250-999 employees,5-9, None
1559,55-59,Woman,India,Asia,Doctoral degree,I have never written code,,50-249 employees,3-4,
1560,40-44,Nonbinary,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+, Microsoft Power BI
1561,55-59,Man,Argentina,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, Google Data Studio
1562,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
1563,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,Python,0-49 employees,1-2, None
1564,45-49,Nonbinary,Other,,Some college/university study without earning a bachelor’s degree,10-20 years,R,"1000-9,999 employees",1-2, Microsoft Power BI
1565,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Tableau
1566,30-34,Woman,I do not wish to disclose my location,NS/NC,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,
1567,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, Microsoft Power BI
1567,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, Google Data Studio
1568,55-59,Man,Russia,Asia,I prefer not to answer,< 1 years,SQL,0-49 employees,0,
1569,40-44,Prefer not to say,Taiwan,Asia,Master’s degree,< 1 years,SQL,0-49 employees,1-2, Microsoft Power BI
1569,40-44,Prefer not to say,Taiwan,Asia,Master’s degree,< 1 years,SQL,0-49 employees,1-2, Tableau
1570,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,SQL,0-49 employees,3-4, Tableau
1571,35-39,Man,China,Asia,Master’s degree,1-3 years,R,0-49 employees,0, None
1572,22-24,Woman,Egypt,África,Bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Microsoft Power BI
1572,22-24,Woman,Egypt,África,Bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Tableau
1572,22-24,Woman,Egypt,África,Bachelor’s degree,1-3 years,C++,0-49 employees,1-2, Salesforce
1573,45-49,Woman,South Korea,Asia,Doctoral degree,I have never written code,,"1000-9,999 employees",5-9,
1574,18-21,Woman,India,Asia,Master’s degree,3-5 years,Python,0-49 employees,3-4,
1575,45-49,Woman,Spain,Europa,Doctoral degree,3-5 years,R,"10,000 or more employees",1-2, None
1576,22-24,Man,Russia,Asia,Master’s degree,1-3 years,Python,50-249 employees,5-9,
1577,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0, Tableau
1578,35-39,Man,United States of America,América del Norte,Master’s degree,1-3 years,Python,"1000-9,999 employees",5-9, None
1579,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,SQL,50-249 employees,10-14,
1580,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,SQL,50-249 employees,1-2,
1581,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,3-5 years,Python,0-49 employees,0, None
1582,30-34,Woman,India,Asia,Master’s degree,3-5 years,Python,0-49 employees,3-4,
1583,25-29,Man,Turkey,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1584,30-34,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,0-49 employees,15-19, Microsoft Power BI
1585,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,0-49 employees,3-4,
1586,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,
1587,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Tableau
1588,35-39,Man,Brazil,América del Sur,Master’s degree,1-3 years,Python,"1000-9,999 employees",0,
1589,50-54,Man,United States of America,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",20+,
1590,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
1591,25-29,Man,Ukraine,Europa,Master’s degree,< 1 years,SQL,50-249 employees,1-2, Google Data Studio
1592,22-24,Woman,China,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Tableau
1593,45-49,Man,United States of America,América del Norte,Master’s degree,20+ years,Python,250-999 employees,5-9, None
1594,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1595,25-29,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",15-19, Tableau
1596,60-69,Man,Brazil,América del Sur,Doctoral degree,20+ years,Python,250-999 employees,3-4, Microsoft Power BI
1597,30-34,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,250-999 employees,3-4,
1598,25-29,Man,Other,,Bachelor’s degree,I have never written code,,50-249 employees,1-2,
1599,25-29,Man,China,Asia,Master’s degree,1-3 years,Python,250-999 employees,3-4, Tableau
1600,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Doctoral degree,3-5 years,Python,50-249 employees,1-2, Microsoft Power BI
1601,35-39,Woman,Turkey,África,Doctoral degree,10-20 years,Python,"10,000 or more employees",20+, None
1602,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",0, None
1603,25-29,Man,Singapore,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,15-19,
1604,30-34,Woman,India,Asia,Master’s degree,5-10 years,Python,"1000-9,999 employees",1-2,
1605,18-21,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,Amazon QuickSight
1605,18-21,Woman,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0, Tableau
1606,22-24,Woman,Indonesia,Asia,Some college/university study without earning a bachelor’s degree,20+ years,Python,50-249 employees,20+,
1607,30-34,Man,India,Asia,Master’s degree,10-20 years,Python,250-999 employees,20+, Microsoft Power BI
1607,30-34,Man,India,Asia,Master’s degree,10-20 years,Python,250-999 employees,20+, Qlik
1608,35-39,Man,Pakistan,Asia,Master’s degree,< 1 years,Javascript,"1000-9,999 employees",5-9, Microsoft Power BI
1609,50-54,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,0,
1610,50-54,Man,United States of America,América del Norte,Master’s degree,< 1 years,SQL,0-49 employees,20+,Amazon QuickSight
1610,50-54,Man,United States of America,América del Norte,Master’s degree,< 1 years,SQL,0-49 employees,20+, Tableau
1610,50-54,Man,United States of America,América del Norte,Master’s degree,< 1 years,SQL,0-49 employees,20+, Alteryx 
1610,50-54,Man,United States of America,América del Norte,Master’s degree,< 1 years,SQL,0-49 employees,20+, SAP Analytics Cloud 
1611,35-39,Man,United States of America,América del Norte,Master’s degree,3-5 years,R,250-999 employees,5-9, Qlik
1612,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,
1613,35-39,Man,South Africa,África,Some college/university study without earning a bachelor’s degree,I have never written code,,0-49 employees,0,
1614,25-29,Man,Bangladesh,Asia,Master’s degree,1-3 years,Python,0-49 employees,0, Tableau
1615,25-29,Man,Kenya,África,Master’s degree,3-5 years,Python,250-999 employees,20+, Microsoft Power BI
1615,25-29,Man,Kenya,África,Master’s degree,3-5 years,Python,250-999 employees,20+, Google Data Studio
1615,25-29,Man,Kenya,África,Master’s degree,3-5 years,Python,250-999 employees,20+, Tableau
1615,25-29,Man,Kenya,África,Master’s degree,3-5 years,Python,250-999 employees,20+, SAP Analytics Cloud 
1616,30-34,Woman,Egypt,África,Bachelor’s degree,1-3 years,Python,50-249 employees,0,
1617,25-29,Man,United States of America,América del Norte,Master’s degree,3-5 years,R,50-249 employees,1-2,
1618,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",20+, Looker
1619,30-34,Prefer to self-describe,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft Power BI
1620,30-34,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,R,0-49 employees,5-9,
1621,25-29,Man,China,Asia,I prefer not to answer,1-3 years,Python,50-249 employees,5-9, Tableau
1622,50-54,Man,Germany,Europa,Master’s degree,20+ years,Python,"10,000 or more employees",20+, Google Data Studio
1622,50-54,Man,Germany,Europa,Master’s degree,20+ years,Python,"10,000 or more employees",20+, Qlik
1622,50-54,Man,Germany,Europa,Master’s degree,20+ years,Python,"10,000 or more employees",20+, TIBCO Spotfire
1623,30-34,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2, Tableau
1624,70+,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,"1000-9,999 employees",3-4, Tableau
1624,70+,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,"1000-9,999 employees",3-4, SAP Analytics Cloud 
1625,25-29,Woman,India,Asia,I prefer not to answer,1-3 years,Python,250-999 employees,3-4,
1626,22-24,Woman,France,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",1-2, Microsoft Power BI
1627,30-34,Man,Other,,Master’s degree,3-5 years,Python,250-999 employees,3-4, None
1628,30-34,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,0-49 employees,1-2,
1629,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",20+, Tableau
1629,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",20+, Tableau CRM
1630,18-21,Man,Indonesia,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,1-2, Tableau CRM
