,age,gender,q3,continente,q4,q6,q8,q21,q22,q32
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,50-249 employees,1-2, Snowflake 
1178,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,SQL,50-249 employees,1-2, Microsoft SQL Server 
1179,30-34,Man,China,Asia,Bachelor’s degree,I have never written code,,250-999 employees,1-2,
1180,25-29,Woman,France,Europa,Master’s degree,1-3 years,Python,0-49 employees,,
1181,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,
1182,30-34,Man,Egypt,África,Master’s degree,< 1 years,Python,,,
1183,25-29,Prefer not to say,India,Asia,Master’s degree,3-5 years,R,0-49 employees,5-9,
1184,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4, None
1185,45-49,Man,Spain,Europa,Master’s degree,5-10 years,Python,0-49 employees,5-9, Amazon DynamoDB 
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9, Microsoft Azure SQL Database 
1186,25-29,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9, Microsoft Azure Cosmos DB 
1187,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, None
1188,22-24,Man,China,Asia,Master’s degree,< 1 years,None,0-49 employees,0,
1189,60-69,Man,Argentina,América del Sur,Master’s degree,I have never written code,,0-49 employees,0,
1190,25-29,Man,Japan,Asia,Master’s degree,< 1 years,SQL,0-49 employees,0,MySQL 
1191,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+,MySQL 
1192,35-39,Man,Australia,Oceanía,Master’s degree,< 1 years,R,0-49 employees,1-2, None
1193,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,0, Oracle Database 
1194,40-44,Man,Ukraine,Europa,Master’s degree,20+ years,Python,0-49 employees,1-2,
1195,45-49,Man,India,Asia,Doctoral degree,10-20 years,Python,0-49 employees,3-4, Google Cloud BigQuery 
1196,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Julia,"1000-9,999 employees",10-14, PostgreSQL 
1196,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Julia,"1000-9,999 employees",10-14, Amazon Redshift 
1197,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,MySQL 
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2, PostgreSQL 
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2, Amazon RDS 
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2, Google Cloud BigQuery 
1198,22-24,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,1-2, Google Cloud Firestore 
1199,35-39,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,5-9,
1200,35-39,Man,Germany,Europa,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",1-2,
1201,35-39,Man,India,Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",3-4, IBM Db2 
1202,60-69,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,3-4, SQLite 
1203,25-29,Man,Nigeria,África,Master’s degree,< 1 years,Python,"1000-9,999 employees",20+, None
1204,22-24,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2,
1205,18-21,Man,Pakistan,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2, SQLite 
1206,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Oracle Database 
1206,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Microsoft SQL Server 
1207,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, PostgreSQL 
1207,25-29,Man,Japan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Other
1208,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,MySQL 
1208,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, PostgreSQL 
1208,25-29,Man,Brazil,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Snowflake 
1209,30-34,Man,Greece,Europa,Doctoral degree,3-5 years,Python,"10,000 or more employees",3-4,
1210,30-34,Man,Mexico,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4, Microsoft SQL Server 
1211,25-29,Woman,United States of America,América del Norte,I prefer not to answer,< 1 years,Julia,0-49 employees,1-2,
1212,22-24,Prefer not to say,Indonesia,Asia,I prefer not to answer,< 1 years,Python,250-999 employees,5-9,
1213,50-54,Man,Spain,Europa,Master’s degree,3-5 years,Python,0-49 employees,1-2,
1214,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,20+,MySQL 
1214,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,20+, Amazon Redshift 
1215,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,3-4,
1216,25-29,Man,Canada,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,250-999 employees,5-9,
1217,35-39,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,250-999 employees,5-9,
1218,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,20+,
1219,18-21,Woman,Egypt,África,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,MySQL 
1220,18-21,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,
1221,40-44,Man,Spain,Europa,Bachelor’s degree,3-5 years,SQL,0-49 employees,0,
1222,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,3-4, Microsoft SQL Server 
1222,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,3-4, Microsoft Azure Cosmos DB 
1223,35-39,Man,Nigeria,África,Master’s degree,< 1 years,Python,250-999 employees,15-19, None
1224,25-29,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14,
1225,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, PostgreSQL 
1226,30-34,Man,Russia,Asia,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9,
1227,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, PostgreSQL 
1227,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Microsoft SQL Server 
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",20+, PostgreSQL 
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",20+, Google Cloud BigQuery 
1228,25-29,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,Python,"1000-9,999 employees",20+, Google Cloud BigTable 
1229,25-29,Woman,India,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,3-4,
1230,35-39,Man,India,Asia,Master’s degree,5-10 years,Other,"10,000 or more employees",20+,
1231,22-24,Man,Other,,Master’s degree,< 1 years,Python,0-49 employees,3-4, PostgreSQL 
1232,18-21,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
1233,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2, Oracle Database 
1234,22-24,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,250-999 employees,5-9,
1235,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
1236,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,
1237,50-54,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Snowflake 
1238,30-34,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,"1000-9,999 employees",20+, PostgreSQL 
1238,30-34,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,"1000-9,999 employees",20+, Other
1239,25-29,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,0-49 employees,1-2,
1240,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,SQL,,,
1241,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
1242,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,MySQL 
1242,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4, MongoDB 
1243,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,MySQL 
1244,40-44,Man,Philippines,Asia,Master’s degree,1-3 years,Other,"10,000 or more employees",20+,
1245,55-59,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,1-2,
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,MySQL 
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, PostgreSQL 
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, MongoDB 
1246,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+, Google Cloud BigQuery 
1247,22-24,Man,Taiwan,Asia,Master’s degree,1-3 years,R,250-999 employees,3-4,MySQL 
1248,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,0-49 employees,0,
1249,35-39,Man,Argentina,América del Sur,Master’s degree,< 1 years,SQL,0-49 employees,1-2,MySQL 
1250,40-44,Man,Other,,No formal education past high school,5-10 years,Python,0-49 employees,3-4, Google Cloud Firestore 
1251,25-29,Woman,India,Asia,Master’s degree,5-10 years,R,0-49 employees,1-2,
1252,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",0,
1253,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2, Google Cloud BigQuery 
1254,18-21,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,Python,,,
1255,22-24,Man,Nigeria,África,Master’s degree,< 1 years,Python,250-999 employees,1-2,
1256,25-29,Man,Nepal,Asia,Master’s degree,3-5 years,SQL,250-999 employees,15-19, PostgreSQL 
1256,25-29,Man,Nepal,Asia,Master’s degree,3-5 years,SQL,250-999 employees,15-19, Microsoft SQL Server 
1257,30-34,Man,South Korea,Asia,Master’s degree,5-10 years,Python,250-999 employees,20+, Oracle Database 
1258,30-34,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",20+, None
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",20+,MySQL 
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",20+, PostgreSQL 
1259,45-49,Man,Poland,Europa,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",20+, SQLite 
1260,30-34,Man,India,Asia,Master’s degree,5-10 years,Python,"10,000 or more employees",3-4, Oracle Database 
1261,22-24,Woman,Egypt,África,Some college/university study without earning a bachelor’s degree,3-5 years,Python,0-49 employees,0,
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,R,250-999 employees,5-9,MySQL 
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,R,250-999 employees,5-9, Oracle Database 
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,R,250-999 employees,5-9, IBM Db2 
1262,50-54,Man,India,Asia,Master’s degree,10-20 years,R,250-999 employees,5-9, Amazon DynamoDB 
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14,MySQL 
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, SQLite 
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, MongoDB 
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, Microsoft SQL Server 
1263,22-24,Man,Peru,América del Sur,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, Google Cloud SQL 
1264,18-21,Man,Indonesia,Asia,I prefer not to answer,1-3 years,R,,,
1265,18-21,Man,China,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,0, Other
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2,MySQL 
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2, Microsoft SQL Server 
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2, Microsoft Azure SQL Database 
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2, Google Cloud BigQuery 
1266,30-34,Man,Peru,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2, Google Cloud Firestore 
1267,30-34,Man,Peru,América del Sur,Master’s degree,< 1 years,Python,"1000-9,999 employees",10-14, MongoDB 
1267,30-34,Man,Peru,América del Sur,Master’s degree,< 1 years,Python,"1000-9,999 employees",10-14, Google Cloud BigQuery 
1268,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, PostgreSQL 
1268,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,10-14, MongoDB 
1269,40-44,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, None
1270,35-39,Man,United States of America,América del Norte,Master’s degree,10-20 years,Python,0-49 employees,1-2,
1271,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Other
1272,25-29,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2,
1273,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2, None
1274,30-34,Man,Ukraine,Europa,Master’s degree,1-3 years,Python,0-49 employees,1-2, Google Cloud BigQuery 
1275,22-24,Man,Turkey,África,Master’s degree,3-5 years,R,0-49 employees,3-4, Microsoft SQL Server 
1276,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+, Other
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Amazon Redshift 
1277,25-29,Man,South Korea,Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, Google Cloud BigQuery 
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9,MySQL 
1278,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",5-9, PostgreSQL 
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+,MySQL 
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, PostgreSQL 
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Oracle Database 
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Snowflake 
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Amazon RDS 
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,Bash,250-999 employees,5-9,
1281,35-39,Man,Indonesia,Asia,Master’s degree,< 1 years,SQL,50-249 employees,3-4,
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,50-249 employees,5-9, Snowflake 
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,50-249 employees,5-9, Amazon Redshift 
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,50-249 employees,5-9, Amazon RDS 
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,50-249 employees,5-9, Amazon DynamoDB 
1283,22-24,Man,China,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,
1284,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,
1285,30-34,Man,United States of America,América del Norte,Doctoral degree,1-3 years,R,0-49 employees,20+,
1286,30-34,Man,Japan,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",5-9, None
1287,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
1288,30-34,Man,Other,,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",20+,
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14,MySQL 
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, PostgreSQL 
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, MongoDB 
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Microsoft SQL Server 
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",10-14, Amazon Redshift 
1290,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,20+,
1291,22-24,Woman,China,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2, Microsoft Azure Cosmos DB 
1292,30-34,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,I have never written code,,250-999 employees,3-4,
1293,35-39,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, MongoDB 
1293,35-39,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
