,age,gender,q3,continente,q4,q6,q9,q21,q22
1279,30-34,Man,Australia,Oceanía,Bachelor’s degree,5-10 years, Notepad++,"10,000 or more employees",20+
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,RStudio ,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,Visual Studio ,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,PyCharm ,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years, Spyder,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years, Notepad++,250-999 employees,5-9
1280,30-34,Prefer not to say,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,250-999 employees,5-9
1281,35-39,Man,Indonesia,Asia,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,3-4
1281,35-39,Man,Indonesia,Asia,Master’s degree,< 1 years, Notepad++,50-249 employees,3-4
1281,35-39,Man,Indonesia,Asia,Master’s degree,< 1 years,MATLAB ,50-249 employees,3-4
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,RStudio ,50-249 employees,5-9
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Visual Studio Code (VSCode) ,50-249 employees,5-9
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years, Spyder,50-249 employees,5-9
1282,60-69,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Jupyter Notebook,50-249 employees,5-9
1283,22-24,Man,China,Asia,Master’s degree,< 1 years,MATLAB ,0-49 employees,0
1284,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,RStudio ,"1000-9,999 employees",5-9
1284,25-29,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",5-9
1285,30-34,Man,United States of America,América del Norte,Doctoral degree,1-3 years,RStudio ,0-49 employees,20+
1286,30-34,Man,Japan,Asia,Master’s degree,< 1 years, Notepad++,"1000-9,999 employees",5-9
1286,30-34,Man,Japan,Asia,Master’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",5-9
1287,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
1287,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1288,30-34,Man,Other,,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
1288,30-34,Man,Other,,Bachelor’s degree,3-5 years,PyCharm ,"1000-9,999 employees",20+
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,RStudio ,"1000-9,999 employees",10-14
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",10-14
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years, Spyder,"1000-9,999 employees",10-14
1289,25-29,Woman,Brazil,América del Sur,Master’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",10-14
1290,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,20+
1290,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,20+
1291,22-24,Woman,China,Asia,Master’s degree,< 1 years,RStudio ,250-999 employees,1-2
1291,22-24,Woman,China,Asia,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,250-999 employees,1-2
1291,22-24,Woman,China,Asia,Master’s degree,< 1 years,Jupyter Notebook,250-999 employees,1-2
1292,30-34,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,I have never written code,,250-999 employees,3-4
1293,35-39,Man,India,Asia,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1293,35-39,Man,India,Asia,Master’s degree,< 1 years, Notepad++,"10,000 or more employees",20+
1293,35-39,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",20+
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years, Sublime Text,"1000-9,999 employees",20+
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",20+
1294,18-21,Woman,Brazil,América del Sur,Bachelor’s degree,5-10 years, Other,"1000-9,999 employees",20+
1295,25-29,Man,Other,,I prefer not to answer,< 1 years,Visual Studio ,"10,000 or more employees",3-4
1295,25-29,Man,Other,,I prefer not to answer,< 1 years,PyCharm ,"10,000 or more employees",3-4
1295,25-29,Man,Other,,I prefer not to answer,< 1 years,Jupyter Notebook,"10,000 or more employees",3-4
1296,25-29,Man,Other,,Bachelor’s degree,1-3 years, Sublime Text,0-49 employees,3-4
1296,25-29,Man,Other,,Bachelor’s degree,1-3 years, Vim / Emacs,0-49 employees,3-4
1296,25-29,Man,Other,,Bachelor’s degree,1-3 years,MATLAB ,0-49 employees,3-4
1296,25-29,Man,Other,,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,3-4
1297,45-49,Man,Japan,Asia,Bachelor’s degree,I have never written code,,0-49 employees,1-2
1298,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,RStudio ,50-249 employees,5-9
1298,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Visual Studio Code (VSCode) ,50-249 employees,5-9
1298,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Jupyter Notebook,50-249 employees,5-9
1299,22-24,Man,India,Asia,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,3-4
1299,22-24,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,250-999 employees,3-4
1299,22-24,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,250-999 employees,3-4
1300,30-34,Man,Saudi Arabia,Asia,Bachelor’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",1-2
1300,30-34,Man,Saudi Arabia,Asia,Bachelor’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",1-2
1301,25-29,Man,Japan,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",10-14
1301,25-29,Man,Japan,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",10-14
1302,35-39,Man,Germany,Europa,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",3-4
1302,35-39,Man,Germany,Europa,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",3-4
1303,35-39,Woman,India,Asia,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,20+
1303,35-39,Woman,India,Asia,Master’s degree,5-10 years,RStudio ,50-249 employees,20+
1303,35-39,Woman,India,Asia,Master’s degree,5-10 years,PyCharm ,50-249 employees,20+
1303,35-39,Woman,India,Asia,Master’s degree,5-10 years,Jupyter Notebook,50-249 employees,20+
1304,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",10-14
1304,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,"10,000 or more employees",10-14
1304,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",10-14
1305,25-29,Man,Taiwan,Asia,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,,
1305,25-29,Man,Taiwan,Asia,Master’s degree,3-5 years, Sublime Text,,
1306,35-39,Man,Taiwan,Asia,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,10-14
1307,35-39,Man,Ireland,Europa,Some college/university study without earning a bachelor’s degree,10-20 years, Notepad++,"1000-9,999 employees",1-2
1307,35-39,Man,Ireland,Europa,Some college/university study without earning a bachelor’s degree,10-20 years,Jupyter Notebook,"1000-9,999 employees",1-2
1308,25-29,Man,India,Asia,Doctoral degree,< 1 years,RStudio ,0-49 employees,3-4
1308,25-29,Man,India,Asia,Doctoral degree,< 1 years, Spyder,0-49 employees,3-4
1308,25-29,Man,India,Asia,Doctoral degree,< 1 years,MATLAB ,0-49 employees,3-4
1309,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years, Spyder,,
1309,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years, Notepad++,,
1309,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,Jupyter Notebook,,
1310,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,3-5 years,RStudio ,"10,000 or more employees",20+
1310,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",20+
1311,35-39,Man,Nigeria,África,Bachelor’s degree,I have never written code,,0-49 employees,0
1312,45-49,Man,Australia,Oceanía,Master’s degree,10-20 years,RStudio ,0-49 employees,3-4
1312,45-49,Man,Australia,Oceanía,Master’s degree,10-20 years,Jupyter Notebook,0-49 employees,3-4
1313,25-29,Woman,United States of America,América del Norte,Master’s degree,3-5 years, Notepad++,50-249 employees,3-4
1313,25-29,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,50-249 employees,3-4
1314,60-69,Man,United States of America,América del Norte,Master’s degree,20+ years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",1-2
1314,60-69,Man,United States of America,América del Norte,Master’s degree,20+ years,Jupyter Notebook,"1000-9,999 employees",1-2
1314,60-69,Man,United States of America,América del Norte,Master’s degree,20+ years, Other,"1000-9,999 employees",1-2
1315,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,10-14
1315,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years, Notepad++,0-49 employees,10-14
1315,45-49,Man,Australia,Oceanía,Master’s degree,1-3 years, Vim / Emacs,0-49 employees,10-14
1316,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",0
1316,30-34,Woman,United States of America,América del Norte,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,"10,000 or more employees",0
1317,30-34,Man,Other,,Master’s degree,3-5 years,RStudio ,50-249 employees,1-2
1317,30-34,Man,Other,,Master’s degree,3-5 years, Notepad++,50-249 employees,1-2
1317,30-34,Man,Other,,Master’s degree,3-5 years, Sublime Text,50-249 employees,1-2
1317,30-34,Man,Other,,Master’s degree,3-5 years, Vim / Emacs,50-249 employees,1-2
1318,30-34,Man,China,Asia,I prefer not to answer,< 1 years,PyCharm ,0-49 employees,3-4
1319,40-44,Man,Australia,Oceanía,Bachelor’s degree,20+ years, None,50-249 employees,1-2
1320,35-39,Man,Chile,América del Sur,Bachelor’s degree,3-5 years,RStudio ,"1000-9,999 employees",5-9
1320,35-39,Man,Chile,América del Sur,Bachelor’s degree,3-5 years, Spyder,"1000-9,999 employees",5-9
1320,35-39,Man,Chile,América del Sur,Bachelor’s degree,3-5 years, Notepad++,"1000-9,999 employees",5-9
1320,35-39,Man,Chile,América del Sur,Bachelor’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",5-9
1321,22-24,Woman,China,Asia,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
1321,22-24,Woman,China,Asia,Master’s degree,< 1 years,PyCharm ,50-249 employees,3-4
1321,22-24,Woman,China,Asia,Master’s degree,< 1 years,Jupyter Notebook,50-249 employees,3-4
1322,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
1322,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1322,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,PyCharm ,"10,000 or more employees",20+
1322,30-34,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1323,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,PyCharm ,,
1323,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,,
1324,30-34,Woman,Nigeria,África,Master’s degree,1-3 years, Sublime Text,"1000-9,999 employees",20+
1324,30-34,Woman,Nigeria,África,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
1325,30-34,Man,Hong Kong (S.A.R.),Asia,Bachelor’s degree,3-5 years, Notepad++,"10,000 or more employees",0
1325,30-34,Man,Hong Kong (S.A.R.),Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"10,000 or more employees",0
1326,18-21,Woman,Poland,Europa,Bachelor’s degree,1-3 years,PyCharm ,"10,000 or more employees",0
1327,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
1327,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,MATLAB ,0-49 employees,1-2
1328,60-69,Man,United States of America,América del Norte,Master’s degree,5-10 years,Jupyter Notebook,0-49 employees,1-2
1329,25-29,Woman,Pakistan,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",5-9
1330,45-49,Woman,United States of America,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",20+
1331,40-44,Man,Russia,Asia,Professional doctorate,3-5 years,PyCharm ,"10,000 or more employees",1-2
1331,40-44,Man,Russia,Asia,Professional doctorate,3-5 years,Jupyter Notebook,"10,000 or more employees",1-2
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,,
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years,PyCharm ,,
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years, Spyder,,
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years, Notepad++,,
1332,30-34,Man,Italy,Europa,Master’s degree,1-3 years,Jupyter Notebook,,
1333,30-34,Man,Poland,Europa,Master’s degree,I have never written code,,"1000-9,999 employees",20+
1334,35-39,Man,India,Asia,Master’s degree,10-20 years,Visual Studio ,"10,000 or more employees",20+
1334,35-39,Man,India,Asia,Master’s degree,10-20 years,Jupyter Notebook,"10,000 or more employees",20+
1335,22-24,Man,China,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,250-999 employees,1-2
1336,35-39,Man,Denmark,Europa,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",0
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years,RStudio ,"1000-9,999 employees",5-9
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years, Notepad++,"1000-9,999 employees",5-9
1337,25-29,Man,Philippines,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",5-9
1338,70+,Man,United States of America,América del Norte,Doctoral degree,3-5 years, None,0-49 employees,0
1339,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,Visual Studio ,250-999 employees,3-4
1339,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,250-999 employees,3-4
1340,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years, Spyder,0-49 employees,3-4
1340,25-29,Man,Bangladesh,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,3-4
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Visual Studio ,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years, Notepad++,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years, Sublime Text,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,MATLAB ,"10,000 or more employees",20+
1341,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
1342,25-29,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",0
1343,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years, Other,"1000-9,999 employees",0
1344,22-24,Man,United States of America,América del Norte,Master’s degree,3-5 years,RStudio ,0-49 employees,1-2
1344,22-24,Man,United States of America,América del Norte,Master’s degree,3-5 years,Jupyter Notebook,0-49 employees,1-2
1345,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,20+ years,RStudio ,250-999 employees,1-2
1346,45-49,Woman,Canada,América del Norte,Master’s degree,1-3 years, Sublime Text,50-249 employees,1-2
1347,40-44,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
1348,50-54,Man,United States of America,América del Norte,No formal education past high school,3-5 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
1348,50-54,Man,United States of America,América del Norte,No formal education past high school,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
